Checking Files
m10_00_00_00 - Depths - offset: 250 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m10_01_00_00 - Undead Burg/Parish - offset: 495 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m10_02_00_00 - Firelink Shrine - offset: 171 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m11_00_00_00 - Painted World - offset: 259 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m12_00_00_00 - Darkroot Garden - offset: 280 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m12_01_00_00 - DLC - offset: 459 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m12_00_00_01 - DarkRoot Garden #2 - offset: 282 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m13_00_00_00 - Catacombs - offset: 254 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m13_01_00_00 - Tomb of the Giants - offset: 242 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m13_02_00_00 - Great Hollow & Ash Lake - offset: 180 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m14_00_00_00 - Blighttown - offset: 342 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m14_01_00_00 - Demon Ruins & Lost Izalith - offset: 382 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m15_00_00_00 - Sen's Fortress - offset: 210 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m15_01_00_00 - Anor Londo - offset: 251 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m16_00_00_00 - New Londo Ruins - offset: 197 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m17_00_00_00 - Duke's Archives & Crystal Cave - offset: 307 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m18_00_00_00 - Kiln of the First Flame - offset: 84 - ref file exists - msb file exists - luabnd file exists - sfx file exists
m18_01_00_00 - Northern Undead Asylum - offset: 154 - ref file exists - msb file exists - luabnd file exists - sfx file exists
Loading valid targets
Done, 125 valid target enemies
Loading valid new enemies
Done, 123 valid new enemies
----
 Starting Randomization 
----
bossMode=1; enemyMode=2; npcMode=0; mimicMode=0
fitMode=0; diffMode=3; diffStrictness=1; replaceChance=100; bossChance(Normal)=10; bossChance(Boss)=90; gargoyleMode=1
tpose=0; hellkiteIgnored=0; smallEnIgnored=0
seed='1223126991'
max_unique=30
----
textconfig:
1/-/2/-/0/-/0/-/0/-/3/-/100/-/10/-/90/-/1/-/1/-/0/-/0/-/0/-/'''1223126991'''
----
Randomizing m10_00_00_00 - Depths
Replacing (c1200_0000) Rat with (c2520) Undead Assassin[26] ai = 252000; param = 252000
Replacing (c1201_0023) Small Rat with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c1201_0024) Small Rat with (c4190) DLC Dog[102] ai = 419000; param = 419000
Replacing (c1201_0025) Small Rat with (c3250) Man-Eater Shell[67] ai = 325000; param = 325000
Replacing (c1202_0000) Large Rat with (c2390) Darkwraith[20] ai = 239000; param = 239000
Replacing (c2370_0000) Channeler with (c5360) Great Feline[120] ai = 536000; param = 536000
Replacing (c2500_0000) Hollow with (c4170) Humanity Phantom (small)[98] ai = 417000; param = 417000
Replacing (c2500_0001) Hollow with (c2570) Berenike Knight[31] ai = 257001; param = 257001
Replacing (c2500_0002) Hollow with (c2330) Demonic Foliage[16] ai = 233000; param = 233000
Replacing (c2500_0003) Hollow with (c2400) Painting Guardian[21] ai = 240000; param = 240000
Replacing (c2500_0004) Hollow with (c2530) Blowdart Sniper[27] ai = 253002; param = 253002
Replacing (c2500_0005) Hollow with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c2500_0006) Hollow with (c2060) Infested Ghoul[4] ai = 206000; param = 206000
Replacing (c2500_0007) Hollow with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c2500_0008) Hollow with (c4150) Bloathead[96] ai = 415000; param = 415000
Replacing (c2500_0009) Hollow with (c2800) Undead Crystal Soldier[47] ai = 280001; param = 280001
Replacing (c2500_0010) Hollow with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c2500_0011) Hollow with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c2500_0012) Hollow with (c4150) Bloathead[96] ai = 415000; param = 415000
Replacing (c2500_0013) Hollow with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c2500_0014) Hollow with (c2330) Demonic Foliage[16] ai = 233000; param = 233000
Replacing (c2500_0015) Hollow with (c2520) Undead Assassin[26] ai = 252000; param = 252000
Replacing (c2500_0016) Hollow with (c5360) Great Feline[120] ai = 536000; param = 536000
Replacing (c2660_0000) Butcher with (c2900) Skeleton[54] ai = 290001; param = 290000
Replacing (c2660_0001) Butcher with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c2660_0002) Butcher with (c3250) Man-Eater Shell[67] ai = 325000; param = 325000
Replacing (c3200_0000) Slime with (c2520) Undead Assassin[26] ai = 252000; param = 252000
Replacing (c3200_0001) Slime with (c3370) Tree Lizard[75] ai = 337000; param = 337000
Replacing (c3200_0002) Slime with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c3200_0003) Slime with (c3210) Egg Carrier[63] ai = 321000; param = 321000
Replacing (c3200_0004) Slime with (c2400) Painting Guardian[21] ai = 240000; param = 240000
Replacing (c3200_0005) Slime with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c3200_0006) Slime with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c3200_0007) Slime with (c4172) Humanity Phantom (large)[100] ai = 417200; param = 417200
Replacing (c3200_0008) Slime with (c5360) Great Feline[120] ai = 536000; param = 536000
Replacing (c3200_0009) Slime with (c3480) Chaos Bug[86] ai = 348000; param = 348000
Replacing (c3200_0010) Slime with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c3270_0000) Basilisk with (c2800) Undead Crystal Soldier[47] ai = 280000; param = 280000
Replacing (c3270_0001) Basilisk with (c2330) Demonic Foliage[16] ai = 233000; param = 233000
Replacing (c3270_0002) Basilisk with (c3480) Chaos Bug[86] ai = 348000; param = 348001
Replacing (c3270_0003) Basilisk with (c2800) Undead Crystal Soldier[47] ai = 280000; param = 280000
Replacing (c3270_0004) Basilisk with (c2060) Infested Ghoul[4] ai = 206002; param = 206002
Replacing (c3270_0005) Basilisk with (c2400) Painting Guardian[21] ai = 240000; param = 240000
Replacing (c3270_0006) Basilisk with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c3270_0007) Basilisk with (c2330) Demonic Foliage[16] ai = 233000; param = 233000
Replacing (c3270_0009) Basilisk with (c3250) Man-Eater Shell[67] ai = 325000; param = 325000
Replacing (c3270_0010) Basilisk with (c1203) Snow Rat[3] ai = 120300; param = 120300
Replacing (c3340_0000) Undead Attack Dog with (c2520) Undead Assassin[26] ai = 252000; param = 252000
Replacing (c3340_0001) Undead Attack Dog with (c2550) Undead Soldier[29] ai = 255000; param = 255000
Replacing (c3340_0002) Undead Attack Dog with (c2530) Blowdart Sniper[27] ai = 253002; param = 253002
Replacing (c3340_0003) Undead Attack Dog with (c4172) Humanity Phantom (large)[100] ai = 417200; param = 417200
Replacing (c5260_0000) Gaping Dragon with (c5350) Bell Gargoyles[118] ai = 535000; param = 535000
---------------------
Randomizing m10_01_00_00 - Undead Burg/Parish
Replacing (c1201_0000) Small Rat with (c3400) Crag-Spider[78] ai = 340000; param = 340000
Replacing (c1201_0001) Small Rat with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c1201_0002) Small Rat with (c2280) Mushroom Child[12] ai = 228000; param = 228000
Replacing (c2240_0000) Capra Demon with (c2240) Capra Demon[8] ai = 224000; param = 224000
Replacing (c2250_0000) Taurus Demon with (c5280) Quelaag[115] ai = 528000; param = 528000 changed position
Replacing (c2300_0000) Titanite Demon with (c4170) Humanity Phantom (small)[98] ai = 417000; param = 417000
Replacing (c2370_0001) Channeler with (c2840) Engorged Zombie[51] ai = 284001; param = 284001
Replacing (c2500_0000) Hollow with (c2500) Hollow[24] ai = 250005; param = 250010
Replacing (c2500_0001) Hollow with (c3210) Egg Carrier[63] ai = 321000; param = 321000
Replacing (c2500_0002) Hollow with (c4130) Scarecrow[95] ai = 413000; param = 413000
Replacing (c2500_0003) Hollow with (c2960) Bone Tower[60] ai = 296000; param = 296000
Replacing (c2500_0004) Hollow with (c2700) Serpent Mage[38] ai = 270000; param = 270000
Replacing (c2500_0005) Hollow with (c3270) Basilisk[68] ai = 327000; param = 327000
Replacing (c2500_0006) Hollow with (c2390) Darkwraith[20] ai = 239000; param = 239000
Replacing (c2500_0007) Hollow with (c1203) Snow Rat[3] ai = 120300; param = 120300
Replacing (c2500_0008) Hollow with (c2520) Undead Assassin[26] ai = 252000; param = 252000
Replacing (c2500_0020) Hollow with (c2800) Undead Crystal Soldier[47] ai = 280000; param = 280000
Replacing (c2500_0021) Hollow with (c1201) Small Rat[1] ai = 120100; param = 120100
Replacing (c2500_0022) Hollow with (c3210) Egg Carrier[63] ai = 321000; param = 321000
Replacing (c2500_0023) Hollow with (c2430) Demonic Statue[23] ai = 243000; param = 243000
Replacing (c2500_0025) Hollow with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c2500_0026) Hollow with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c2500_0027) Hollow with (c2430) Demonic Statue[23] ai = 243000; param = 243000
Replacing (c2500_0028) Hollow with (c1200) Rat[0] ai = 120000; param = 120000
Replacing (c2500_0029) Hollow with (c2830) Phalanx[50] ai = 283001; param = 283010
Replacing (c2500_0034) Hollow with (c2550) Undead Soldier[29] ai = 255002; param = 255002
Replacing (c2500_0035) Hollow with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c2500_0036) Hollow with (c4120) Stone Guardian[94] ai = 412000; param = 412000
Replacing (c2500_0037) Hollow with (c2390) Darkwraith[20] ai = 239000; param = 239000
Replacing (c2500_0038) Hollow with (c3200) Slime[62] ai = 320000; param = 320000
Replacing (c2500_0039) Hollow with (c4150) Bloathead[96] ai = 415000; param = 415000
Replacing (c2500_0040) Hollow with (c3210) Egg Carrier[63] ai = 321000; param = 321000
Replacing (c2500_0041) Hollow with (c3410) Frog-Ray[79] ai = 341000; param = 341000
Replacing (c2500_0042) Hollow with (c3210) Egg Carrier[63] ai = 321000; param = 321000
Replacing (c2500_0043) Hollow with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c2500_0044) Hollow with (c2790) Black Knight[43] ai = 279001; param = 279001
Replacing (c2500_0045) Hollow with (c3370) Tree Lizard[75] ai = 337000; param = 337000
Replacing (c2500_0046) Hollow with (c4172) Humanity Phantom (large)[100] ai = 417200; param = 417200
Replacing (c2500_0047) Hollow with (c3380) Giant Leech[76] ai = 338000; param = 338000
Replacing (c2500_0048) Hollow with (c2790) Black Knight[43] ai = 279001; param = 279001
Replacing (c2500_0049) Hollow with (c1200) Rat[0] ai = 120000; param = 120000
Replacing (c2500_0050) Hollow with (c1203) Snow Rat[3] ai = 120300; param = 120300
Replacing (c2500_0051) Hollow with (c2840) Engorged Zombie[51] ai = 284000; param = 284000
Replacing (c2500_0052) Hollow with (c3370) Tree Lizard[75] ai = 337000; param = 337000
Replacing (c2500_0053) Hollow with (c2430) Demonic Statue[23] ai = 243000; param = 243000
Replacing (c2500_0054) Hollow with (c2430) Demonic Statue[23] ai = 243000; param = 243000
Replacing (c2500_0055) Hollow with (c2700) Serpent Mage[38] ai = 270000; param = 270000
Replacing (c2500_0056) Hollow with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c2500_0057) Hollow with (c2800) Undead Crystal Soldier[47] ai = 280000; param = 280000
Replacing (c2500_0058) Hollow with (c3370) Tree Lizard[75] ai = 337000; param = 337000
Did not replace (c2510_0000) Undead Merchant - c=-1
Replacing (c2520_0004) Undead Assassin with (c1203) Snow Rat[3] ai = 120300; param = 120300
Replacing (c2520_0005) Undead Assassin with (c1203) Snow Rat[3] ai = 120300; param = 120300
Replacing (c2520_0006) Undead Assassin with (c2280) Mushroom Child[12] ai = 228000; param = 228000
Replacing (c2520_0007) Undead Assassin with (c3380) Giant Leech[76] ai = 338000; param = 338000
Replacing (c2520_0008) Undead Assassin with (c4130) Scarecrow[95] ai = 413000; param = 413000
Replacing (c2520_0009) Undead Assassin with (c3370) Tree Lizard[75] ai = 337000; param = 337000
Replacing (c2520_0010) Undead Assassin with (c4120) Stone Guardian[94] ai = 412000; param = 412000
Replacing (c2520_0011) Undead Assassin with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c2520_0012) Undead Assassin with (c3380) Giant Leech[76] ai = 338000; param = 338000
Replacing (c2520_0013) Undead Assassin with (c2500) Hollow[24] ai = 250005; param = 250010
Replacing (c2540_0000) Armored Hollow with (c2830) Phalanx[50] ai = 283001; param = 283010
Replacing (c2540_0001) Armored Hollow with (c2390) Darkwraith[20] ai = 239000; param = 239000
Replacing (c2540_0002) Armored Hollow with (c2390) Darkwraith[20] ai = 239000; param = 239000
Replacing (c2540_0003) Armored Hollow with (c2280) Mushroom Child[12] ai = 228000; param = 228000
Replacing (c2540_0004) Armored Hollow with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c2540_0005) Armored Hollow with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c2540_0006) Armored Hollow with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c2540_0007) Armored Hollow with (c2280) Mushroom Child[12] ai = 228000; param = 228000
Replacing (c2540_0008) Armored Hollow with (c4150) Bloathead[96] ai = 415000; param = 415000
Replacing (c2540_0010) Armored Hollow with (c3380) Giant Leech[76] ai = 338000; param = 338000
Replacing (c2540_0011) Armored Hollow with (c3400) Crag-Spider[78] ai = 340000; param = 340000
Replacing (c2540_0012) Armored Hollow with (c2430) Demonic Statue[23] ai = 243000; param = 243000
Replacing (c2540_0013) Armored Hollow with (c3270) Basilisk[68] ai = 327000; param = 327000
Replacing (c2540_0014) Armored Hollow with (c4120) Stone Guardian[94] ai = 412000; param = 412000
Replacing (c2540_0015) Armored Hollow with (c4150) Bloathead[96] ai = 415000; param = 415000
Replacing (c2540_0016) Armored Hollow with (c1200) Rat[0] ai = 120000; param = 120000
Replacing (c2540_0017) Armored Hollow with (c4130) Scarecrow[95] ai = 413000; param = 413000
Replacing (c2540_0023) Armored Hollow with (c2960) Bone Tower[60] ai = 296000; param = 296000
Replacing (c2540_0024) Armored Hollow with (c2840) Engorged Zombie[51] ai = 284000; param = 284000
Replacing (c2540_0025) Armored Hollow with (c1201) Small Rat[1] ai = 120100; param = 120100
Replacing (c2540_0034) Armored Hollow with (c4120) Stone Guardian[94] ai = 412000; param = 412000
Replacing (c2550_0001) Undead Soldier with (c3380) Giant Leech[76] ai = 338000; param = 338000
Replacing (c2550_0002) Undead Soldier with (c4150) Bloathead[96] ai = 415000; param = 415000
Replacing (c2550_0003) Undead Soldier with (c2960) Bone Tower[60] ai = 296000; param = 296000
Replacing (c2550_0006) Undead Soldier with (c2700) Serpent Mage[38] ai = 270000; param = 270000
Replacing (c2550_0008) Undead Soldier with (c2960) Bone Tower[60] ai = 296000; param = 296000
Replacing (c2550_0009) Undead Soldier with (c2500) Hollow[24] ai = 250000; param = 250000
Replacing (c2550_0010) Undead Soldier with (c2550) Undead Soldier[29] ai = 255001; param = 255001
Replacing (c2550_0011) Undead Soldier with (c2800) Undead Crystal Soldier[47] ai = 280000; param = 280000
Replacing (c2550_0012) Undead Soldier with (c4170) Humanity Phantom (small)[98] ai = 417000; param = 417000
Replacing (c2550_0013) Undead Soldier with (c2790) Black Knight[43] ai = 279002; param = 279020
Replacing (c2550_0014) Undead Soldier with (c3200) Slime[62] ai = 320000; param = 320000
Replacing (c2550_0015) Undead Soldier with (c2960) Bone Tower[60] ai = 296000; param = 296000
Replacing (c2550_0016) Undead Soldier with (c4172) Humanity Phantom (large)[100] ai = 417200; param = 417200
Replacing (c2550_0020) Undead Soldier with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c2550_0024) Undead Soldier with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c2550_0025) Undead Soldier with (c3341) Flaming Attack Dog[73] ai = 334100; param = 334100
Replacing (c2550_0030) Undead Soldier with (c4150) Bloathead[96] ai = 415000; param = 415000
Replacing (c2550_0031) Undead Soldier with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c2550_0032) Undead Soldier with (c4120) Stone Guardian[94] ai = 412000; param = 412000
Replacing (c2550_0033) Undead Soldier with (c2700) Serpent Mage[38] ai = 270000; param = 270000
Replacing (c2550_0034) Undead Soldier with (c2790) Black Knight[43] ai = 279003; param = 279030
Replacing (c2550_0035) Undead Soldier with (c4170) Humanity Phantom (small)[98] ai = 417000; param = 417000
Replacing (c2550_0036) Undead Soldier with (c2800) Undead Crystal Soldier[47] ai = 280000; param = 280000
Replacing (c2550_0037) Undead Soldier with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c2550_0040) Undead Soldier with (c4120) Stone Guardian[94] ai = 412000; param = 412000
Replacing (c2550_0041) Undead Soldier with (c3270) Basilisk[68] ai = 327000; param = 327000
Replacing (c2550_0042) Undead Soldier with (c4130) Scarecrow[95] ai = 413000; param = 413000
Replacing (c2550_0043) Undead Soldier with (c2840) Engorged Zombie[51] ai = 284000; param = 284000
Replacing (c2550_0044) Undead Soldier with (c2840) Engorged Zombie[51] ai = 284001; param = 284001
Replacing (c2550_0045) Undead Soldier with (c3340) Undead Attack Dog[72] ai = 334000; param = 334000
Replacing (c2550_0046) Undead Soldier with (c2830) Phalanx[50] ai = 283001; param = 283010
Replacing (c2550_0047) Undead Soldier with (c2520) Undead Assassin[26] ai = 252000; param = 252000
Replacing (c2550_0048) Undead Soldier with (c2500) Hollow[24] ai = 250000; param = 250000
Replacing (c2560_0000) Balder Knight with (c3200) Slime[62] ai = 320000; param = 320000
Replacing (c2560_0001) Balder Knight with (c2500) Hollow[24] ai = 250005; param = 250010
Replacing (c2560_0003) Balder Knight with (c2550) Undead Soldier[29] ai = 255000; param = 255000
Replacing (c2560_0004) Balder Knight with (c1203) Snow Rat[3] ai = 120300; param = 120300
Replacing (c2560_0005) Balder Knight with (c2840) Engorged Zombie[51] ai = 284001; param = 284001
Replacing (c2560_0006) Balder Knight with (c2800) Undead Crystal Soldier[47] ai = 280000; param = 280000
Replacing (c2560_0007) Balder Knight with (c2280) Mushroom Child[12] ai = 228000; param = 228000
Replacing (c2560_0008) Balder Knight with (c2430) Demonic Statue[23] ai = 243000; param = 243000
Replacing (c2570_0000) Berenike Knight with (c3200) Slime[62] ai = 320000; param = 320000
Replacing (c2570_0003) Berenike Knight with (c3210) Egg Carrier[63] ai = 321000; param = 321000
Did not replace (c2640_0000) Andre of Astora - c=-1
Replacing (c2792_0000) Black Knight with (c2280) Mushroom Child[12] ai = 228000; param = 228000
Replacing (c2793_0000) Black Knight with (c2790) Black Knight[43] ai = 279003; param = 279030
Replacing (c3300_0000) Crystal Lizard with (c4120) Stone Guardian[94] ai = 412000; param = 412000
Replacing (c3340_0000) Undead Attack Dog with (c4170) Humanity Phantom (small)[98] ai = 417000; param = 417000
Replacing (c3340_0001) Undead Attack Dog with (c3400) Crag-Spider[78] ai = 340000; param = 340000
Replacing (c3340_0002) Undead Attack Dog with (c2500) Hollow[24] ai = 250004; param = 250025
Replacing (c3340_0003) Undead Attack Dog with (c1201) Small Rat[1] ai = 120100; param = 120100
Replacing (c3340_0004) Undead Attack Dog with (c4130) Scarecrow[95] ai = 413000; param = 413000
Replacing (c3340_0005) Undead Attack Dog with (c2280) Mushroom Child[12] ai = 228000; param = 228000
Replacing (c3340_0006) Undead Attack Dog with (c3270) Basilisk[68] ai = 327000; param = 327000
Replacing (c3340_0007) Undead Attack Dog with (c3380) Giant Leech[76] ai = 338000; param = 338000
Replacing (c3340_0008) Undead Attack Dog with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c3430_0000) Hellkite Drake with (c2230) Stray Demon[5] ai = 223000; param = 223000
Replacing (c3430_0001) Hellkite Drake with (c2730) Crossbreed Priscilla[41] ai = 273000; param = 273000
Replacing (c3460_0000) Armored Tusk with (c2700) Serpent Mage[38] ai = 270000; param = 270000
Replacing (c5350_0000) Bell Gargoyles with (c5210) Sif[108] ai = 521000; param = 521000
Replacing (c5350_0001) Bell Gargoyles with (c2360) Smough[17] ai = 236000; param = 236000 changed position
Replacing (c5350_0002) Bell Gargoyles with (c2730) Crossbreed Priscilla[41] ai = 273000; param = 273000
---------------------
Randomizing m10_02_00_00 - Firelink Shrine
Replacing (c1201_0002) Small Rat with (c2560) Balder Knight[30] ai = 256001; param = 256011
Did not replace (c2510_0000) Undead Merchant - c=-1
Replacing (c2540_0000) Armored Hollow with (c3350) Possessed Tree[74] ai = 335000; param = 335000
Replacing (c2540_0001) Armored Hollow with (c2500) Hollow[24] ai = 250004; param = 250025
Replacing (c2540_0003) Armored Hollow with (c3220) Vile Maggot[64] ai = 322000; param = 322000
Replacing (c2540_0006) Armored Hollow with (c2270) Mushroom Parent[11] ai = 227000; param = 227000
Replacing (c2540_0007) Armored Hollow with (c2930) Bonewheel Skeleton[57] ai = 293000; param = 293000
Replacing (c2550_0000) Undead Soldier with (c1203) Snow Rat[3] ai = 120300; param = 120300
Replacing (c2900_0000) Skeleton with (c3370) Tree Lizard[75] ai = 337000; param = 337000
Replacing (c2900_0001) Skeleton with (c2330) Demonic Foliage[16] ai = 233000; param = 233000
Replacing (c2900_0002) Skeleton with (c2270) Mushroom Parent[11] ai = 227000; param = 227000
Replacing (c2900_0003) Skeleton with (c2060) Infested Ghoul[4] ai = 206000; param = 206000
Replacing (c2900_0004) Skeleton with (c2660) Butcher[34] ai = 266000; param = 266000
Replacing (c2900_0005) Skeleton with (c2530) Blowdart Sniper[27] ai = 253002; param = 253002
Replacing (c2900_0006) Skeleton with (c5360) Great Feline[120] ai = 536000; param = 536000
Replacing (c2900_0009) Skeleton with (c3460) Armored Tusk[83] ai = 346000; param = 346000
Replacing (c2900_0010) Skeleton with (c3240) Chaos Eater[66] ai = 324000; param = 324000
Replacing (c2900_0011) Skeleton with (c1203) Snow Rat[3] ai = 120300; param = 120300
Replacing (c2900_0014) Skeleton with (c2270) Mushroom Parent[11] ai = 227000; param = 227000
Replacing (c2910_0000) Giant Skeleton with (c4172) Humanity Phantom (large)[100] ai = 417200; param = 417200
